repo_url,issue_number,pr_url,commit_url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,2730,https://github.com/emscripten-core/emscripten/pull/4665,https://github.com/emscripten-core/emscripten/commit/8e3bf5b6218270fdc1c5f59c07458c6c8bcb0a6a,https://github.com/emscripten-core/emscripten/commit/4e1eabec6ecdfe220a9a9cf0551147e4bf32e226,https://github.com/emscripten-core/emscripten/commit/381eca8d997e9175f5c8e11eb317e11f5cd741b6,https://github.com/emscripten-core/emscripten/commit/12d47b086d139fbd7c5b21e1c30522e63366e3d5,https://github.com/emscripten-core/emscripten/commit/022c4db2109c6cf581ce38fe3f432c634c055a53,https://github.com/emscripten-core/emscripten/commit/08b70e5669995485bf0dbf57f10bfc70fd95dde1,https://github.com/emscripten-core/emscripten/commit/267c4eee72bb3e9f48c03f94981778e2bbd7e11e,https://github.com/emscripten-core/emscripten/commit/8455fba3aab3e2b3384f51352f2a17c61f006064,https://github.com/emscripten-core/emscripten/commit/9b727e8fff5748fea1a3ee175fcc4ef97de7ea3d,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,2545,https://github.com/emscripten-core/emscripten/pull/3308,https://github.com/emscripten-core/emscripten/commit/0647c2fdfc3b63e309aab5dd9c3f96b9f0f89579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,2352,https://github.com/emscripten-core/emscripten/pull/22173,https://github.com/emscripten-core/emscripten/commit/e60c15c3c59223ddad48eb8d69fdc6feb707c8ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1957,https://github.com/emscripten-core/emscripten/pull/20520,https://github.com/emscripten-core/emscripten/commit/5d8d188c17e4913bb9b5737afd25e8db26db4f79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1909,https://github.com/emscripten-core/emscripten/pull/20754,https://github.com/emscripten-core/emscripten/commit/4ab383f29f93f8e2b691fa4dbe695f640b904078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1909,https://github.com/emscripten-core/emscripten/pull/20576,https://github.com/emscripten-core/emscripten/commit/a43fbbb08a471904548adaba4683c7ee04d45452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1909,https://github.com/emscripten-core/emscripten/pull/20520,https://github.com/emscripten-core/emscripten/commit/5d8d188c17e4913bb9b5737afd25e8db26db4f79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1909,https://github.com/emscripten-core/emscripten/pull/20461,https://github.com/emscripten-core/emscripten/commit/3a4be2ac1330b353341bfcf7496cebe6eb7683f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1909,https://github.com/emscripten-core/emscripten/pull/20424,https://github.com/emscripten-core/emscripten/commit/aa757bfb0cb2e85f78169d6a4389fbab08a92420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1885,https://github.com/emscripten-core/emscripten/pull/20285,https://github.com/emscripten-core/emscripten/commit/bea1bce86a971e5f7b07a774d6775372800e9ef8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1655,https://github.com/emscripten-core/emscripten/pull/15599,https://github.com/emscripten-core/emscripten/commit/fc9dfab5eeaf91bc6ee57747222a34de5624ea04,https://github.com/emscripten-core/emscripten/commit/176692f5d006d452a6ee577623a915ab8daa86be,https://github.com/emscripten-core/emscripten/commit/6881133f5be89066b7bff17a3050d079a565c34e,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1649,https://github.com/emscripten-core/emscripten/pull/19722,https://github.com/emscripten-core/emscripten/commit/d58f96dbd3fb2a94b626a3e5fe2d5fb1d7521e39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1127,https://github.com/emscripten-core/emscripten/pull/1131,https://github.com/emscripten-core/emscripten/commit/8cdc45a4b8d36a60fafe248b8c0085d38dfbf6b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1127,https://github.com/emscripten-core/emscripten/pull/1133,https://github.com/emscripten-core/emscripten/commit/275562c2920c0d2b25282ba60aad4eb95f9ec543,https://github.com/emscripten-core/emscripten/commit/6d23031dbe891e51016af8208458123898dfa117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,1127,https://github.com/emscripten-core/emscripten/pull/1132,https://github.com/emscripten-core/emscripten/commit/275562c2920c0d2b25282ba60aad4eb95f9ec543,https://github.com/emscripten-core/emscripten/commit/6d23031dbe891e51016af8208458123898dfa117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,654,https://github.com/emscripten-core/emscripten/pull/19485,https://github.com/emscripten-core/emscripten/commit/761f820d7862faaada85c8ae5848bae97c85e6f3,https://github.com/emscripten-core/emscripten/commit/3435ac689139b1ba45088e768121ca786d4e242a,https://github.com/emscripten-core/emscripten/commit/58d972a52b8bc1e289c4cb1cb2db2db8e083410d,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,654,https://github.com/emscripten-core/emscripten/pull/11119,https://github.com/emscripten-core/emscripten/commit/dcf1644e07201138b12ebbfe04ca68eab1f68703,https://github.com/emscripten-core/emscripten/commit/a4ed3b88e89d6b9d5d50459aed8a6613769a8c1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/emscripten-core/emscripten,654,https://github.com/emscripten-core/emscripten/pull/6058,https://github.com/emscripten-core/emscripten/commit/cb87b252bad91256050ed39a7fa84b4538d6c5e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,10309,https://github.com/qbittorrent/qBittorrent/pull/10366,https://github.com/qbittorrent/qBittorrent/commit/cb9a1603660ca2c92cbca2f6402c773c210ccbbf,https://github.com/qbittorrent/qBittorrent/commit/b7d739ab3f8471fa5b67f2610568a873caf20823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,9547,https://github.com/qbittorrent/qBittorrent/pull/9635,https://github.com/qbittorrent/qBittorrent/commit/2f1a0ffe5c3e01a1903809106df7156e86a22201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,9547,https://github.com/qbittorrent/qBittorrent/pull/9626,https://github.com/qbittorrent/qBittorrent/commit/94f026b5e56c4dd84d004800a92bacbfdcc13dee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,8044,https://github.com/qbittorrent/qBittorrent/pull/8133,https://github.com/qbittorrent/qBittorrent/commit/9b919b6c344e52b7140f21e4f6f0aa3673da8a95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,7779,https://github.com/qbittorrent/qBittorrent/pull/7826,https://github.com/qbittorrent/qBittorrent/commit/534ed91d043abfe8ad7ccd307e4c8b060bdaf214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,7763,https://github.com/qbittorrent/qBittorrent/pull/7821,https://github.com/qbittorrent/qBittorrent/commit/c0e48627aee320484659accaa5def5923400c2c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,4315,https://github.com/qbittorrent/qBittorrent/pull/4403,https://github.com/qbittorrent/qBittorrent/commit/245f424014d8a7c7bdc06e3b0dc3a6808bba73b0,https://github.com/qbittorrent/qBittorrent/commit/732f46cc69622c4f966395538c0458441c886ebf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,288,https://github.com/qbittorrent/qBittorrent/pull/414,https://github.com/qbittorrent/qBittorrent/commit/93c64d03e31651b15641c8976952dc8d14edcdd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,288,https://github.com/qbittorrent/qBittorrent/pull/295,https://github.com/qbittorrent/qBittorrent/commit/c8753c96db095ee294a08a140cde10ce892b68da,https://github.com/qbittorrent/qBittorrent/commit/b6cedbe4afdd7623884a3e90057739a5047bf8c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,34,https://github.com/qbittorrent/qBittorrent/pull/18431,https://github.com/qbittorrent/qBittorrent/commit/3b5ef554be8a23b243c52b3ce10f45723d8b86c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,34,https://github.com/qbittorrent/qBittorrent/pull/17914,https://github.com/qbittorrent/qBittorrent/commit/051e7bd33b19f01c714453f6312e014c0e14e895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,34,https://github.com/qbittorrent/qBittorrent/pull/14758,https://github.com/qbittorrent/qBittorrent/commit/45925efe329e01175efec013b4b1cc63c3629935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,34,https://github.com/qbittorrent/qBittorrent/pull/8133,https://github.com/qbittorrent/qBittorrent/commit/9b919b6c344e52b7140f21e4f6f0aa3673da8a95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,34,https://github.com/qbittorrent/qBittorrent/pull/10710,https://github.com/qbittorrent/qBittorrent/commit/61ae8202066574374a840df864a34df7fc5d4187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,34,https://github.com/qbittorrent/qBittorrent/pull/9992,https://github.com/qbittorrent/qBittorrent/commit/afbcf2095f59e3fe63bdcf5041a6e200c00f9043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,34,https://github.com/qbittorrent/qBittorrent/pull/6845,https://github.com/qbittorrent/qBittorrent/commit/dedd31ada528df02048ba66fead0a37f06dc1dbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,34,https://github.com/qbittorrent/qBittorrent/pull/4681,https://github.com/qbittorrent/qBittorrent/commit/901b99624e3751e2f6fafaa0094e0723d13ff4fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/21055,https://github.com/qbittorrent/qBittorrent/commit/13af8fde83838da9711f3d524bc90fa85f197aa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/21246,https://github.com/qbittorrent/qBittorrent/commit/7176a31a417587a5026b7ade93d89bcae2aad568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/18600,https://github.com/qbittorrent/qBittorrent/commit/c77fc852414a86039888a57e0d3b7fe99b277e31,https://github.com/qbittorrent/qBittorrent/commit/4eb7cf0a1050b5aee7d893c8184a240f150b4c0b,https://github.com/qbittorrent/qBittorrent/commit/76310853be0e00c8f8b05f0c4ea5e14ec4561454,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/13766,https://github.com/qbittorrent/qBittorrent/commit/6b3fe68a172dc3cf64974466f7694b9841fc9e8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/12890,https://github.com/qbittorrent/qBittorrent/commit/c0eb86eb228f51f03fd2d4facbbfee1d8a51ca63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/12874,https://github.com/qbittorrent/qBittorrent/commit/971a21f306e39b5568951beedc8f6efad2503fcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/12043,https://github.com/qbittorrent/qBittorrent/commit/9f045500d12ae77c8b4ff1769c01ba5bf3de2268,https://github.com/qbittorrent/qBittorrent/commit/abc69dfd205b4941157100198f0e835a738a5033,https://github.com/qbittorrent/qBittorrent/commit/af6f63f82cff6756e6948c2804c80fdd6c778ab1,https://github.com/qbittorrent/qBittorrent/commit/966f891d91d99ad3a0629e908c3b8654864de279,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/11030,https://github.com/qbittorrent/qBittorrent/commit/6b1481d328b5266c05337f8be78562e81222e8f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/10518,https://github.com/qbittorrent/qBittorrent/commit/7de0f9abed1afe5153c03978a817aea349baeb26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/6845,https://github.com/qbittorrent/qBittorrent/commit/dedd31ada528df02048ba66fead0a37f06dc1dbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/800,https://github.com/qbittorrent/qBittorrent/commit/18e0d122fbc97d8634ed865454eda9c9cc5c832f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/qbittorrent/qBittorrent,24,https://github.com/qbittorrent/qBittorrent/pull/456,https://github.com/qbittorrent/qBittorrent/commit/dc4d0a7078e042b12edca2a3d5cd7d70b2794dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/osquery/osquery,8337,https://github.com/osquery/osquery/pull/8342,https://github.com/osquery/osquery/commit/b765493bf29d2040f454cb837e834d995d05e431,https://github.com/osquery/osquery/commit/b555a477e0ca1d0f28bd9d33d9e732aaf969bd06,https://github.com/osquery/osquery/commit/7cb18520e188b79c3c0bad383c32a6e0674b6322,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/osquery/osquery,8069,https://github.com/osquery/osquery/pull/8070,https://github.com/osquery/osquery/commit/931fd3371e3363c700f5e98ca04f5e97e30fbd45,https://github.com/osquery/osquery/commit/686cb721beac1673b86c76f2692fe918624dc984,https://github.com/osquery/osquery/commit/84e52b785154006c8a28dc4948040d7311c5870a,https://github.com/osquery/osquery/commit/44e0ddcd1ebc189f9f5ef0663859027c86c11123,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/osquery/osquery,7867,https://github.com/osquery/osquery/pull/7870,https://github.com/osquery/osquery/commit/4f206fd37ed8ffb03254a77b6f2d27d5ba983a9b,https://github.com/osquery/osquery/commit/696e83e0f5e5bb58d8c47efd9a9e706594f7fce2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/osquery/osquery,7424,https://github.com/osquery/osquery/pull/7429,https://github.com/osquery/osquery/commit/8f7cdffe15410afb65fa353d7f4e56ca61d49c27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/osquery/osquery,6679,https://github.com/osquery/osquery/pull/7974,https://github.com/osquery/osquery/commit/67fef329736f9427a5f44dd0f5994fafc846ebed,https://github.com/osquery/osquery/commit/ee0c5b4d19fc1a115e91e015702bf5a8554f03f1,https://github.com/osquery/osquery/commit/9fb2dd8d2836e3bb65bee7824d6709563ae549ab,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://github.com/osquery/osquery,6537,https://github.com/osquery/osquery/pull/7157,https://github.com/osquery/osquery/commit/f86cf695cd0b396c9b67db3ed90a3a812c23a966,https://github.com/osquery/osquery/commit/70035a3efb855327c2ce6182062385470dff829b,,,,,,,,,,,,,,,,,,,,,,,,,,,,
